file,trick,source,source_url,page_url,license,author,width,height,duration,fps,title
videos/squat/youtube_Wl1lSJ7fCdU.mp4,squat,youtube_cc,https://www.youtube.com/watch?v=Wl1lSJ7fCdU,https://www.youtube.com/watch?v=Wl1lSJ7fCdU,Creative Commons Attribution license (reuse allowed),Italo Calisthenics ,1280,720,231.8,24.0,Advanced Squats (CALISTHENICS)
videos/squat/youtube_u_7BwqHmv-g.mp4,squat,youtube_cc,https://www.youtube.com/watch?v=u_7BwqHmv-g,https://www.youtube.com/watch?v=u_7BwqHmv-g,Creative Commons Attribution license (reuse allowed),Get Strong with Emily,1280,720,28.5,30.0,Bodyweight Squat
videos/squat/youtube_zawXRtyOTuA.mp4,squat,youtube_cc,https://www.youtube.com/watch?v=zawXRtyOTuA,https://www.youtube.com/watch?v=zawXRtyOTuA,Creative Commons Attribution license (reuse allowed),David Kimmerle,1280,720,31.9,23.98,Squat Bodyweight
videos/handstand/youtube_sm30TW8r1Yc.mp4,handstand,youtube_cc,https://www.youtube.com/watch?v=sm30TW8r1Yc,https://www.youtube.com/watch?v=sm30TW8r1Yc,Creative Commons Attribution license (reuse allowed),School of Calisthenics,1280,720,39.7,25.0,Frog to Handstand Tutorial // School of Calisthenics
videos/handstand/youtube_Fi9ykunof3k.mp4,handstand,youtube_cc,https://www.youtube.com/watch?v=Fi9ykunof3k,https://www.youtube.com/watch?v=Fi9ykunof3k,Creative Commons Attribution license (reuse allowed),School of Calisthenics,1280,720,85.3,25.0,Frog to HANDSTAND Transition HELP! [Banded] // School of Calisthenics
videos/handstand/youtube_0qjYd6GCB2k.mp4,handstand,youtube_cc,https://www.youtube.com/watch?v=0qjYd6GCB2k,https://www.youtube.com/watch?v=0qjYd6GCB2k,Creative Commons Attribution license (reuse allowed),School of Calisthenics,1280,720,192.0,25.0,Need HELP With Your TUCK Up to Handstand? [TRY THIS] // School of Calisthenics
videos/handstand/youtube_jx5AnxI3xDY.mp4,handstand,youtube_cc,https://www.youtube.com/watch?v=jx5AnxI3xDY,https://www.youtube.com/watch?v=jx5AnxI3xDY,Creative Commons Attribution license (reuse allowed),"Healthy Transformation | Cycling, Jump Rope & TRX",1280,720,155.6,29.97,HANDSTAND PUSHUP Tutorial - Explained in 3 easy to follow steps
videos/front_lever/youtube__uJMBS3i6kg.mp4,front_lever,youtube_cc,https://www.youtube.com/watch?v=_uJMBS3i6kg,https://www.youtube.com/watch?v=_uJMBS3i6kg,Creative Commons Attribution license (reuse allowed),YYC Thenics,1280,720,31.0,25.0,Back lever - Front Lever - Airwalks
videos/front_lever/youtube_RTg8r4EV0Pc.mp4,front_lever,youtube_cc,https://www.youtube.com/watch?v=RTg8r4EV0Pc,https://www.youtube.com/watch?v=RTg8r4EV0Pc,Creative Commons Attribution license (reuse allowed),FRANCO bouldering,360,640,141.1,24.0,Calisthenics Front Lever Hold | 2 Seconds
videos/front_lever/youtube_UJpP-PPsPRw.mp4,front_lever,youtube_cc,https://www.youtube.com/watch?v=UJpP-PPsPRw,https://www.youtube.com/watch?v=UJpP-PPsPRw,Creative Commons Attribution license (reuse allowed),Jiri Bajak,1280,720,20.8,24.0,Front lever raises
videos/planche/youtube_Gfmuh_P4l80.mp4,planche,youtube_cc,https://www.youtube.com/watch?v=Gfmuh_P4l80,https://www.youtube.com/watch?v=Gfmuh_P4l80,Creative Commons Attribution license (reuse allowed),El Eggs,1280,720,235.7,29.97,Planche Tutorial für Anfänger
videos/planche/youtube_D_9F7-jk1yc.mp4,planche,youtube_cc,https://www.youtube.com/watch?v=D_9F7-jk1yc,https://www.youtube.com/watch?v=D_9F7-jk1yc,Creative Commons Attribution license (reuse allowed),YYC Thenics,1280,720,71.3,60.0,How to Lift Legs on a Planche
videos/planche/youtube_tKFpAMYvDyE.mp4,planche,youtube_cc,https://www.youtube.com/watch?v=tKFpAMYvDyE,https://www.youtube.com/watch?v=tKFpAMYvDyE,Creative Commons Attribution license (reuse allowed),YYC Thenics,1280,720,142.2,29.97,PLANCHE UNLOCKED - TRY THIS!
videos/planche/youtube_bx4HWhIIgd4.mp4,planche,youtube_cc,https://www.youtube.com/watch?v=bx4HWhIIgd4,https://www.youtube.com/watch?v=bx4HWhIIgd4,Creative Commons Attribution license (reuse allowed),YYC Thenics,1280,720,64.9,60.0,FULL PLANCHE ROUTINE - How to Strength Gain with Planche
videos/back_lever/youtube_raAQB7ad24s.mp4,back_lever,youtube_cc,https://www.youtube.com/watch?v=raAQB7ad24s,https://www.youtube.com/watch?v=raAQB7ad24s,Creative Commons Attribution license (reuse allowed),Jiri Bajak,1280,720,14.9,24.0,Back lever
videos/human_flag/youtube_S62I0HUOb68.mp4,human_flag,youtube_cc,https://www.youtube.com/watch?v=S62I0HUOb68,https://www.youtube.com/watch?v=S62I0HUOb68,Creative Commons Attribution license (reuse allowed),El Eggs,1280,720,36.2,29.97,the real Capture the Flag
videos/human_flag/youtube_lWzRazVfXNI.mp4,human_flag,youtube_cc,https://www.youtube.com/watch?v=lWzRazVfXNI,https://www.youtube.com/watch?v=lWzRazVfXNI,Creative Commons Attribution license (reuse allowed),Георгий Завадский,1280,720,68.5,29.97,Флаги на пилоне (FLAGS ON POLE)
videos/human_flag/youtube_gBxuld1R4jI.mp4,human_flag,youtube_cc,https://www.youtube.com/watch?v=gBxuld1R4jI,https://www.youtube.com/watch?v=gBxuld1R4jI,Creative Commons Attribution license (reuse allowed),El Eggs,1280,720,49.7,29.97,Human Flag Record El Eggs
videos/back_lever/youtube_1XeItecO3ZM.mp4,back_lever,youtube_cc,https://www.youtube.com/watch?v=1XeItecO3ZM,https://www.youtube.com/watch?v=1XeItecO3ZM,Creative Commons Attribution license (reuse allowed),PE Guide,406,720,11.2,30.0,"Back Lever ✨Hard work, Patience....."
videos/pull_up/youtube_-O0AH_ohf-U.mp4,pull_up,youtube_cc,https://www.youtube.com/watch?v=-O0AH_ohf-U,https://www.youtube.com/watch?v=-O0AH_ohf-U,Creative Commons Attribution license (reuse allowed),Colossus Fitness,1280,720,200.4,29.97,Why You’re Stuck at Pull-Ups (Fix This Today)
videos/pull_up/youtube_ScAYp-Gik_E.mp4,pull_up,youtube_cc,https://www.youtube.com/watch?v=ScAYp-Gik_E,https://www.youtube.com/watch?v=ScAYp-Gik_E,Creative Commons Attribution license (reuse allowed),USNavySEALSWCC,720,480,97.0,29.97,Navy SEAL BUD/s Training | Pull Ups
videos/front_lever/youtube_aTAfTF5gTOQ.mp4,front_lever,youtube_cc,https://www.youtube.com/watch?v=aTAfTF5gTOQ,https://www.youtube.com/watch?v=aTAfTF5gTOQ,Creative Commons Attribution license (reuse allowed),Daniel Daya,1280,720,269.0,29.97,Front Lever lernen in 3 Einfachen Schritten - Die härteste Bauch Übung
videos/human_flag/youtube__jgdKns5E-s.mp4,human_flag,youtube_cc,https://www.youtube.com/watch?v=_jgdKns5E-s,https://www.youtube.com/watch?v=_jgdKns5E-s,Creative Commons Attribution license (reuse allowed),School of Calisthenics,1280,720,392.3,25.0,Learn How To Human Flag In 5 Steps | School of Calisthenics
videos/back_lever/youtube_EZQ3vhF8LM8.mp4,back_lever,youtube_cc,https://www.youtube.com/watch?v=EZQ3vhF8LM8,https://www.youtube.com/watch?v=EZQ3vhF8LM8,Creative Commons Attribution license (reuse allowed),Eliauser,1280,720,441.8,60.0,Back Lever: Push or Pull? (99% Get This Wrong!)
videos/back_lever/youtube_Fg--0yrcdes.mp4,back_lever,youtube_cc,https://www.youtube.com/watch?v=Fg--0yrcdes,https://www.youtube.com/watch?v=Fg--0yrcdes,Creative Commons Attribution license (reuse allowed),Jonathan Huliaros ,1280,720,267.6,25.0,Back lever Tutorial ( progressions +training hacks +Recommended routine)
videos/bench_press/youtube_5kyLUGVq_pk.mp4,bench_press,youtube_cc,https://www.youtube.com/watch?v=5kyLUGVq_pk,https://www.youtube.com/watch?v=5kyLUGVq_pk,Creative Commons Attribution license (reuse allowed),Colossus Fitness,1280,720,137.1,23.98,How to PROPERLY Incline Barbell Bench Press (FIX YOUR FORM NOW)
videos/barbell_squat/youtube_mWMf8DS_efA.mp4,barbell_squat,youtube_cc,https://www.youtube.com/watch?v=mWMf8DS_efA,https://www.youtube.com/watch?v=mWMf8DS_efA,Creative Commons Attribution license (reuse allowed),Eddie Hodges,640,480,25.8,17.54,615 Back Squat
videos/barbell_squat/youtube_jHnQZ80Dhfg.mp4,barbell_squat,youtube_cc,https://www.youtube.com/watch?v=jHnQZ80Dhfg,https://www.youtube.com/watch?v=jHnQZ80Dhfg,Creative Commons Attribution license (reuse allowed),Physique Development,1280,720,37.6,29.97,Barbell Back Squat | Execution Series | PhysiqueDevelopment.com
videos/barbell_squat/youtube_0df2my-cswQ.mp4,barbell_squat,youtube_cc,https://www.youtube.com/watch?v=0df2my-cswQ,https://www.youtube.com/watch?v=0df2my-cswQ,Creative Commons Attribution license (reuse allowed),Mind Pump Show,1280,720,163.5,29.97,Are Dumbbells Squats Effective For Training Your Quads?
videos/barbell_squat/youtube_qm3W6f129lw.mp4,barbell_squat,youtube_cc,https://www.youtube.com/watch?v=qm3W6f129lw,https://www.youtube.com/watch?v=qm3W6f129lw,Creative Commons Attribution license (reuse allowed),Physique Development,1280,720,98.5,29.97,Fix Your Hip Dominant Back Squat | Form Tips for More Quad Focus
videos/barbell_squat/youtube_SvdRQrWoJhs.mp4,barbell_squat,youtube_cc,https://www.youtube.com/watch?v=SvdRQrWoJhs,https://www.youtube.com/watch?v=SvdRQrWoJhs,Creative Commons Attribution license (reuse allowed),YOGABODY,360,640,76.9,25.0,Can't squat? Try this
videos/deadlift/youtube_VDG3ka4lPp8.mp4,deadlift,youtube_cc,https://www.youtube.com/watch?v=VDG3ka4lPp8,https://www.youtube.com/watch?v=VDG3ka4lPp8,Creative Commons Attribution license (reuse allowed),Get Strong with Emily,1280,720,15.5,29.97,How to do a Deadlift with a Water Jug
videos/deadlift/youtube_g0vuqCCmObE.mp4,deadlift,youtube_cc,https://www.youtube.com/watch?v=g0vuqCCmObE,https://www.youtube.com/watch?v=g0vuqCCmObE,Creative Commons Attribution license (reuse allowed),Ace Jumper,1280,720,54.8,29.97,Hugh Jackman workout - deadlift training 2014
videos/deadlift/youtube_N6zs7QLh5RA.mp4,deadlift,youtube_cc,https://www.youtube.com/watch?v=N6zs7QLh5RA,https://www.youtube.com/watch?v=N6zs7QLh5RA,Creative Commons Attribution license (reuse allowed),Fitness Volt,1280,720,50.6,59.94,The Deadlift Exercise Guide! #deadlift #exercise #guide
videos/deadlift/youtube_USpmiOk61Ek.mp4,deadlift,youtube_cc,https://www.youtube.com/watch?v=USpmiOk61Ek,https://www.youtube.com/watch?v=USpmiOk61Ek,Creative Commons Attribution license (reuse allowed),Barbell Logic,1280,720,134.2,23.98,How To: Romanian Deadlift vs Straight Leg Deadlift
videos/deadlift/youtube_yC9QdRA3Z2U.mp4,deadlift,youtube_cc,https://www.youtube.com/watch?v=yC9QdRA3Z2U,https://www.youtube.com/watch?v=yC9QdRA3Z2U,Creative Commons Attribution license (reuse allowed),ExperienceLifeMag,1280,720,12.7,23.98,The Happy-Hamstrings Workout: Single-Leg Deadlift
videos/deadlift/youtube__4U_5JO3oiE.mp4,deadlift,youtube_cc,https://www.youtube.com/watch?v=_4U_5JO3oiE,https://www.youtube.com/watch?v=_4U_5JO3oiE,Creative Commons Attribution license (reuse allowed),Avid Fitness,1280,720,52.6,25.0,Cable Deadlift
videos/deadlift/youtube_QLRZSxP3jIQ.mp4,deadlift,youtube_cc,https://www.youtube.com/watch?v=QLRZSxP3jIQ,https://www.youtube.com/watch?v=QLRZSxP3jIQ,Creative Commons Attribution license (reuse allowed),Get Strong with Emily,1280,720,72.6,50.0,How to do a Deadlift to Overhead Press
videos/muscle_up/youtube_GZpSonEJH-4.mp4,muscle_up,youtube_cc,https://www.youtube.com/watch?v=GZpSonEJH-4,https://www.youtube.com/watch?v=GZpSonEJH-4,Creative Commons Attribution license (reuse allowed),My Outcast State,1280,720,48.7,30.0,Muscle-up Progression at Melbourne Calisthenics
videos/muscle_up/youtube_MsmvBlyxlO4.mp4,muscle_up,youtube_cc,https://www.youtube.com/watch?v=MsmvBlyxlO4,https://www.youtube.com/watch?v=MsmvBlyxlO4,Creative Commons Attribution license (reuse allowed),Calisthenics Larry,1280,720,64.7,30.0,Can you practice band assisted bar muscle ups and ring muscle ups at the same time?
videos/muscle_up/youtube_UDzoojVcbvY.mp4,muscle_up,youtube_cc,https://www.youtube.com/watch?v=UDzoojVcbvY,https://www.youtube.com/watch?v=UDzoojVcbvY,Creative Commons Attribution license (reuse allowed),"Healthy Transformation | Cycling, Jump Rope & TRX",1280,720,172.1,30.0,How To do a MUSCLE UP in 3 Easy Steps
videos/pull_up/youtube_PKsKcvDfLCQ.mp4,pull_up,youtube_cc,https://www.youtube.com/watch?v=PKsKcvDfLCQ,https://www.youtube.com/watch?v=PKsKcvDfLCQ,Creative Commons Attribution license (reuse allowed),Aulip,1280,720,60.1,30.0,Mid Bulk Max Pull Ups Attempt
videos/pull_up/youtube_VXYkxmjqnpM.mp4,pull_up,youtube_cc,https://www.youtube.com/watch?v=VXYkxmjqnpM,https://www.youtube.com/watch?v=VXYkxmjqnpM,Creative Commons Attribution license (reuse allowed),Calisthenics Larry,1280,720,101.4,30.0,How to correct bad pull-up methods
videos/pull_up/youtube_8NgfUwPT16o.mp4,pull_up,youtube_cc,https://www.youtube.com/watch?v=8NgfUwPT16o,https://www.youtube.com/watch?v=8NgfUwPT16o,Creative Commons Attribution license (reuse allowed),Dose of Fitness,1280,720,108.9,30.0,PULL UPS FOR BEGINNERS | From 0 to 100 at Home Pull Ups
videos/dip/youtube_MDDqsoXzAR8.mp4,dip,youtube_cc,https://www.youtube.com/watch?v=MDDqsoXzAR8,https://www.youtube.com/watch?v=MDDqsoXzAR8,Creative Commons Attribution license (reuse allowed),1Bodybuilding guide,1280,720,145.8,30.0,How To  Dip  Learn The Differences Between Targeting Your Chest Or Triceps
videos/dip/youtube_Z-wvp8ZjvHY.mp4,dip,youtube_cc,https://www.youtube.com/watch?v=Z-wvp8ZjvHY,https://www.youtube.com/watch?v=Z-wvp8ZjvHY,Creative Commons Attribution license (reuse allowed),Klassen Exercise,1280,720,124.4,29.97,CABLE CHEST DIPS - Easy Exercise Tutorial
videos/dip/youtube_ZWMNnuFhX6k.mp4,dip,youtube_cc,https://www.youtube.com/watch?v=ZWMNnuFhX6k,https://www.youtube.com/watch?v=ZWMNnuFhX6k,Creative Commons Attribution license (reuse allowed),كلام عرب,1280,720,20.1,25.0,Exercises Triceps : Machine Parallel Bars Dip
videos/push_up/youtube_62x-4qKAq5o.mp4,push_up,youtube_cc,https://www.youtube.com/watch?v=62x-4qKAq5o,https://www.youtube.com/watch?v=62x-4qKAq5o,Creative Commons Attribution license (reuse allowed),Squad Fitness,1280,720,21.2,30.0,Wing pushup
videos/push_up/youtube_BbDcMfu-i4w.mp4,push_up,youtube_cc,https://www.youtube.com/watch?v=BbDcMfu-i4w,https://www.youtube.com/watch?v=BbDcMfu-i4w,Creative Commons Attribution license (reuse allowed),P4P WORKOUTS ,1280,720,47.5,25.0,Home chest exercise: Push Up
videos/push_up/youtube_Cb4avXaM6kM.mp4,push_up,youtube_cc,https://www.youtube.com/watch?v=Cb4avXaM6kM,https://www.youtube.com/watch?v=Cb4avXaM6kM,Creative Commons Attribution license (reuse allowed),Boyce Bros,1280,720,42.8,25.0,Close Grip Push Up
videos/knee_raise/youtube_3gigiE2iuiA.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=3gigiE2iuiA,https://www.youtube.com/watch?v=3gigiE2iuiA,Creative Commons Attribution license (reuse allowed),David Kimmerle,1280,720,29.9,23.98,Knee Raise Dip Bar
videos/knee_raise/youtube_w8a_QnNjU14.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=w8a_QnNjU14,https://www.youtube.com/watch?v=w8a_QnNjU14,Creative Commons Attribution license (reuse allowed),David Kimmerle,1280,720,28.4,23.98,Hanging Knee Raise Alternating Sides
videos/knee_raise/youtube_mSWOjuFH9kU.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=mSWOjuFH9kU,https://www.youtube.com/watch?v=mSWOjuFH9kU,Creative Commons Attribution license (reuse allowed),Get Strong with Emily,1280,720,72.5,30.0,How to do a Hanging Leg Raise with Bent Knees
videos/knee_raise/youtube_fOlBO3CG4cI.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=fOlBO3CG4cI,https://www.youtube.com/watch?v=fOlBO3CG4cI,Creative Commons Attribution license (reuse allowed),Il Coach ti segue,1280,720,14.9,50.0,Knee Raises
videos/knee_raise/youtube_C0RXOvy609I.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=C0RXOvy609I,https://www.youtube.com/watch?v=C0RXOvy609I,Creative Commons Attribution license (reuse allowed),BodY-ProoF Calisthenics (Martin Kocken),1280,720,53.8,30.0,Hanging Knee Raises - Beginner
videos/knee_raise/youtube_5KD7E0JPczo.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=5KD7E0JPczo,https://www.youtube.com/watch?v=5KD7E0JPczo,Creative Commons Attribution license (reuse allowed),Gabi Mastragostino,1280,720,25.1,29.92,Elevación de rodillas isométrica colgado // Hanging knee Raise iso hold
videos/knee_raise/youtube_KqUMAIQn0K8.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=KqUMAIQn0K8,https://www.youtube.com/watch?v=KqUMAIQn0K8,Creative Commons Attribution license (reuse allowed),Tara Garrison,1280,720,23.3,60.0,Hanging Leg Raise Exercise Demo
videos/knee_raise/youtube_fMaUOQpniLE.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=fMaUOQpniLE,https://www.youtube.com/watch?v=fMaUOQpniLE,Creative Commons Attribution license (reuse allowed),David Kimmerle,1280,720,29.8,23.98,Roman Chair Leg Raise
videos/knee_raise/youtube_K15s39PRFqg.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=K15s39PRFqg,https://www.youtube.com/watch?v=K15s39PRFqg,Creative Commons Attribution license (reuse allowed),Peerless Athletics,854,480,31.3,29.97,435. Hanging Knee Raise
videos/knee_raise/youtube_GSOfcbwbd-g.mp4,knee_raise,youtube_cc,https://www.youtube.com/watch?v=GSOfcbwbd-g,https://www.youtube.com/watch?v=GSOfcbwbd-g,Creative Commons Attribution license (reuse allowed),Avid Fitness,1280,720,54.9,29.97,Hanging Leg Raises & Toes to Bar
videos/handstand/youtube__d7rjA0r7TM.mp4,handstand,youtube_cc,https://www.youtube.com/watch?v=_d7rjA0r7TM,https://www.youtube.com/watch?v=_d7rjA0r7TM,Creative Commons Attribution license (reuse allowed),Move With T,1280,720,104.9,30.0,How To Recover From A Handstand
videos/front_lever/youtube_HkdFu1fZ8tY.mp4,front_lever,youtube_cc,https://www.youtube.com/watch?v=HkdFu1fZ8tY,https://www.youtube.com/watch?v=HkdFu1fZ8tY,Creative Commons Attribution license (reuse allowed),Evolve To Fit,1280,720,34.9,30.0,Front Lever Progressions
videos/front_lever/youtube_zwXABzdQaLM.mp4,front_lever,youtube_cc,https://www.youtube.com/watch?v=zwXABzdQaLM,https://www.youtube.com/watch?v=zwXABzdQaLM,Creative Commons Attribution license (reuse allowed),KODINEG,1280,720,165.1,29.97,FRONT LEVER HYSTERIA 3 | Street Workout & Calisthenics [JUST DRIVE]
videos/front_lever/youtube_pokSDgHiLng.mp4,front_lever,youtube_cc,https://www.youtube.com/watch?v=pokSDgHiLng,https://www.youtube.com/watch?v=pokSDgHiLng,Creative Commons Attribution license (reuse allowed),KODINEG,1280,720,135.0,29.97,FRONT LEVER HYSTERIA | Street Workout & Calisthenics [Undercover]
videos/planche/youtube__-xYflyYgqw.mp4,planche,youtube_cc,https://www.youtube.com/watch?v=_-xYflyYgqw,https://www.youtube.com/watch?v=_-xYflyYgqw,Creative Commons Attribution license (reuse allowed),YYC Thenics,1280,720,117.8,60.0,How to FULL PLANCHE PREP WORKOUT #PlancheTraining #Calisthenics
videos/planche/youtube_0IG-FXZ4jQw.mp4,planche,youtube_cc,https://www.youtube.com/watch?v=0IG-FXZ4jQw,https://www.youtube.com/watch?v=0IG-FXZ4jQw,Creative Commons Attribution license (reuse allowed),KODINEG,1280,720,137.6,29.97,PLANCHE HYSTERIA 4 | Street Workout & Calisthenics [NRG]
videos/back_lever/youtube_3Kl1atdIQJw.mp4,back_lever,youtube_cc,https://www.youtube.com/watch?v=3Kl1atdIQJw,https://www.youtube.com/watch?v=3Kl1atdIQJw,Creative Commons Attribution license (reuse allowed),Evolve To Fit,1280,720,54.8,30.0,Back Lever- Negative
videos/human_flag/youtube_PN8yJTq5y1o.mp4,human_flag,youtube_cc,https://www.youtube.com/watch?v=PN8yJTq5y1o,https://www.youtube.com/watch?v=PN8yJTq5y1o,Creative Commons Attribution license (reuse allowed),Barstylers Skomoroshki,1280,720,13.5,23.98,Normative #30. Human flag
videos/human_flag/youtube_VsEp6Ef9sBY.mp4,human_flag,youtube_cc,https://www.youtube.com/watch?v=VsEp6Ef9sBY,https://www.youtube.com/watch?v=VsEp6Ef9sBY,Creative Commons Attribution license (reuse allowed),Darious Zienzis,1280,720,20.0,29.97,"hstp,human flag"
videos/bench_press/youtube__y0ScewgSCM.mp4,bench_press,youtube_cc,https://www.youtube.com/watch?v=_y0ScewgSCM,https://www.youtube.com/watch?v=_y0ScewgSCM,Creative Commons Attribution license (reuse allowed),Pannell Performance Group,1280,720,119.1,24.0,Bench Press Form: Fix These Common Mistakes to Lift Stronger and Safer
videos/bench_press/youtube_mxptMnF6siM.mp4,bench_press,youtube_cc,https://www.youtube.com/watch?v=mxptMnF6siM,https://www.youtube.com/watch?v=mxptMnF6siM,Creative Commons Attribution license (reuse allowed),MBP TV,1280,720,132.2,29.97,♦️ How to Bench Press - Demo & Tutorial on Proper Form | Sports Training in San Francisco Bay Area
videos/bench_press/youtube_zgP-UCKGe24.mp4,bench_press,youtube_cc,https://www.youtube.com/watch?v=zgP-UCKGe24,https://www.youtube.com/watch?v=zgP-UCKGe24,Creative Commons Attribution license (reuse allowed),Colossus Fitness,1280,720,147.2,23.98,How to PROPERLY Chest Press Machine Press (LEARN FAST)
videos/pistol_squat/youtube_LPSoVmJJl5E.mp4,pistol_squat,youtube_cc,https://www.youtube.com/watch?v=LPSoVmJJl5E,https://www.youtube.com/watch?v=LPSoVmJJl5E,Creative Commons Attribution license (reuse allowed),Physio REHAB,1280,720,60.6,29.97,Using a TRX to Increase Depth in a Pistol Squat | Feat. Tim Keeley | No.201 | Physio REHAB
videos/pistol_squat/youtube_YSqFCuLQrg8.mp4,pistol_squat,youtube_cc,https://www.youtube.com/watch?v=YSqFCuLQrg8,https://www.youtube.com/watch?v=YSqFCuLQrg8,Creative Commons Attribution license (reuse allowed),Hybrid Fitness,1280,720,52.6,29.97,Ring Pistol Squat
videos/pistol_squat/youtube_BrZQ1HqpJGQ.mp4,pistol_squat,youtube_cc,https://www.youtube.com/watch?v=BrZQ1HqpJGQ,https://www.youtube.com/watch?v=BrZQ1HqpJGQ,Creative Commons Attribution license (reuse allowed),Flow Athletics,1280,720,15.9,29.97,Struggling with One Legged Squat? Try the Pistol Squat w/ Assist - Advanced Bodyweight Fitness
videos/pistol_squat/youtube_HKJraiEXh4k.mp4,pistol_squat,youtube_cc,https://www.youtube.com/watch?v=HKJraiEXh4k,https://www.youtube.com/watch?v=HKJraiEXh4k,Creative Commons Attribution license (reuse allowed),Gold's Gym British Columbia,1280,720,40.7,23.98,Pistol Squat
